RowNumber,CustomerId,NumOfProducts,HasChckng,IsActiveMember
6906,15754012,2,1,1
6764,15754053,3,1,1
1362,15754068,2,1,1
4351,15754072,2,1,0
941,15754084,1,1,1
148,15754105,1,0,0
2409,15754112,2,1,1
4705,15754113,2,1,1
7711,15754168,1,1,1
1642,15754177,2,0,0
2691,15754261,2,1,0
3573,15754267,2,0,1
5455,15754301,1,1,0
3957,15754342,1,0,1
8708,15754443,1,1,0
7994,15754494,1,1,0
6186,15754526,1,1,1
2585,15754537,1,0,0
8284,15754569,2,1,1
6855,15754574,2,1,1
5019,15754577,1,1,0
7431,15754578,2,1,0
9692,15754599,2,1,1
676,15754605,2,1,1
4335,15754649,2,1,1
909,15754713,1,1,1
8361,15754747,2,0,1
1398,15754796,2,1,1
6348,15754820,2,1,1
46,15754849,2,1,1
6436,15754874,1,1,0
3460,15754919,2,0,1
9707,15754926,2,1,0
5118,15754929,2,0,0
8536,15754940,1,0,1
3362,15754952,2,0,0
1901,15754999,1,1,1
3297,15755018,2,1,0
3533,15755077,2,1,1
9597,15755084,1,1,0
8693,15755138,2,1,1
2547,15755178,3,1,1
44,15755196,1,0,0
176,15755209,1,1,1
2594,15755223,2,0,0
5457,15755225,2,1,0
8231,15755239,2,1,1
6299,15755241,1,0,1
2610,15755242,1,1,1
207,15755262,1,0,0
8435,15755330,1,0,1
8601,15755405,1,1,0
7847,15755416,1,1,1
8391,15755521,2,0,1
1183,15755638,1,1,1
8033,15755642,2,1,1
70,15755648,1,1,0
1185,15755649,1,1,0
1997,15755678,2,0,0
1669,15755722,1,0,0
9918,15755731,1,0,1
3605,15755798,1,0,0
2514,15755825,2,1,0
4766,15755863,2,0,1
1634,15755868,1,0,0
6457,15755978,2,1,0
806,15756026,1,0,0
2315,15756056,2,1,0
5736,15756070,2,0,1
4763,15756071,1,1,1
9007,15756118,1,1,0
2230,15756125,2,1,0
9382,15756148,1,1,1
3890,15756150,2,0,0
5529,15756155,2,0,1
8691,15756167,1,1,1
5016,15756196,2,0,1
2661,15756241,1,1,1
5647,15756272,1,1,0
9142,15756277,2,1,0
7785,15756299,1,1,1
6619,15756301,1,0,1
2245,15756305,2,1,1
8423,15756321,1,0,0
4537,15756333,2,1,1
4390,15756425,1,0,0
1773,15756471,2,1,1
2675,15756472,1,1,0
986,15756475,2,1,1
4240,15756481,1,1,0
5763,15756535,1,1,1
7100,15756538,1,0,1
1273,15756539,2,0,0
2553,15756560,2,1,0
3958,15756610,1,0,0
6725,15756625,2,1,0
8483,15756655,2,0,0
2020,15756668,1,1,1
1983,15756680,1,1,0
6537,15756743,1,1,0
3791,15756751,1,1,1
868,15756804,1,1,0
2998,15756820,1,0,1
8039,15756824,2,1,0
7972,15756848,1,0,1
193,15756850,2,0,0
4803,15756871,1,1,0
2037,15756875,1,0,1
4258,15756894,1,0,1
2404,15756901,2,0,1
5635,15756918,2,0,0
2460,15756920,1,0,0
4576,15756926,2,0,1
2969,15756932,2,1,1
9390,15756954,1,1,1
4680,15756975,2,1,1
9497,15756992,2,1,0
2810,15757001,2,1,1
8293,15757015,1,1,0
4393,15757140,1,0,1
7370,15757188,2,1,1
7557,15757306,3,1,1
9558,15757310,1,1,1
9424,15757385,1,1,0
2093,15757408,3,0,1
8137,15757425,2,1,1
7394,15757434,1,0,0
7049,15757467,2,1,1
7770,15757473,2,0,1
2845,15757521,1,0,1
91,15757535,3,1,1
5082,15757537,1,1,1
3880,15757541,2,0,0
5927,15757559,2,1,0
2131,15757568,1,1,1
2302,15757577,2,1,1
4203,15757588,2,0,0
7877,15757607,1,1,0
7727,15757617,1,1,0
3696,15757628,1,1,1
3293,15757632,2,1,0
1760,15757646,2,1,0
1796,15757648,1,0,1
5422,15757661,2,0,0
8348,15757759,3,1,0
4173,15757777,2,1,1
824,15757811,1,0,1
3518,15757821,2,0,0
8678,15757829,2,1,0
3062,15757837,2,1,1
8918,15757865,2,1,1
5859,15757867,1,1,0
8082,15757895,1,0,1
5676,15757897,1,1,1
3515,15757911,1,0,0
9314,15757912,1,0,0
2097,15757916,2,1,1
1926,15757931,2,1,0
7355,15757933,1,1,0
4137,15757952,3,1,0
8760,15757981,1,1,1
3934,15758013,2,0,0
6062,15758023,1,0,0
8416,15758031,1,0,1
1589,15758035,1,0,1
5976,15758039,2,0,1
9346,15758048,1,1,1
4692,15758050,2,1,0
2523,15758056,2,0,0
4025,15758073,1,0,0
4545,15758081,1,1,1
3317,15758116,1,1,0
4617,15758136,1,0,1
2833,15758171,1,1,1
8103,15758252,2,0,1
4149,15758306,2,1,1
3722,15758362,1,1,1
2142,15758372,2,1,1
376,15758449,1,0,1
9257,15758451,1,1,0
7620,15758477,2,1,0
2832,15758482,2,0,0
5878,15758510,2,0,0
9549,15758513,2,1,0
2385,15758531,2,1,0
8806,15758546,2,1,1
1988,15758606,1,0,1
487,15758639,2,1,0
276,15758685,2,1,1
5097,15758692,1,0,0
8671,15758702,2,1,1
1611,15758726,2,1,1
9206,15758750,1,1,1
3955,15758755,1,0,1
8462,15758769,1,1,0
4097,15758775,1,1,1
1839,15758813,2,0,0
4712,15758831,1,0,0
1691,15758836,2,0,1
1848,15758845,1,0,1
5994,15758856,2,0,0
4498,15758901,1,1,0
4979,15758939,1,0,1
2406,15759021,1,1,0
6675,15759034,1,1,0
2427,15759038,1,1,0
3083,15759066,1,1,0
4749,15759067,4,1,1
7335,15759133,2,1,1
3762,15759140,1,0,1
7782,15759184,1,1,0
9386,15759244,2,1,1
5285,15759250,1,1,1
3736,15759274,1,1,1
3657,15759284,1,1,1
5683,15759290,2,1,0
471,15759298,1,1,1
1311,15759317,1,1,1
1119,15759381,1,1,1
7565,15759387,1,1,1
2519,15759436,3,1,1
4320,15759456,2,1,0
8192,15759480,1,1,1
4190,15759499,1,1,1
375,15759537,2,1,1
8017,15759555,2,1,0
3500,15759566,2,1,1
152,15759618,1,1,0
3178,15759684,2,0,1
8633,15759690,2,1,1
3920,15759717,2,1,0
8857,15759733,2,1,1
6180,15759741,1,1,1
4359,15759751,2,1,1
1026,15759805,2,1,0
9705,15759872,2,1,0
2655,15759874,1,1,0
2830,15759913,2,1,1
9928,15759915,1,1,0
6034,15759966,2,1,0
4861,15759991,1,1,0
8460,15760063,2,1,1
124,15760085,1,1,1
4818,15760090,2,1,1
2622,15760102,1,1,0
4441,15760121,1,1,0
8236,15760177,1,1,1
6828,15760216,1,1,0
3692,15760244,1,0,1
2478,15760294,1,1,0
8899,15760427,1,1,0
412,15760431,2,1,1
2671,15760446,1,0,1
8652,15760450,2,1,1
7879,15760456,2,1,0
4571,15760514,2,1,1
5603,15760521,1,1,1
858,15760550,2,0,1
8810,15760568,2,0,1
3192,15760570,2,1,0
6175,15760641,1,0,1
9114,15760662,1,1,1
6406,15760749,1,0,1
1242,15760774,2,1,1
3805,15760825,2,1,0
5172,15760849,2,1,1
6044,15760851,2,1,0
56,15760861,1,1,1
6892,15760865,1,1,0
8834,15760873,1,1,1
4095,15760880,2,0,1
6899,15760924,1,0,0
9051,15760988,2,0,0
7823,15761018,2,1,0
3539,15761023,1,1,0
4636,15761024,2,1,1
512,15761043,2,1,0
7433,15761047,2,0,1
6506,15761053,1,0,0
6109,15761076,2,1,1
3937,15761102,1,0,0
1340,15761132,1,1,1
2779,15761141,2,1,1
7825,15761149,1,0,1
7144,15761158,2,1,1
5029,15761168,1,1,0
5929,15761241,1,1,1
6971,15761286,2,1,1
4265,15761294,1,1,0
6283,15761340,2,1,1
2653,15761348,2,1,0
6502,15761364,2,1,0
1840,15761374,1,1,1
3540,15761453,1,1,0
2023,15761477,2,1,0
8932,15761487,1,0,1
5257,15761497,1,0,0
4771,15761506,2,1,0
6152,15761525,2,0,0
7220,15761554,1,0,0
4076,15761600,1,1,1
8779,15761606,1,1,0
4516,15761654,1,1,1
3570,15761670,1,1,0
3473,15761692,2,0,1
9560,15761706,1,1,1
8862,15761713,1,0,0
7940,15761717,2,1,0
4589,15761720,1,1,0
7198,15761733,2,1,1
2193,15761763,1,1,0
4572,15761775,2,1,1
8135,15761783,1,1,1
7068,15761854,1,0,1
6639,15761886,1,1,1
3186,15761950,1,1,1
1491,15761976,2,1,0
577,15761986,1,1,0
7320,15762045,2,1,1
4141,15762048,2,1,1
5851,15762091,1,1,1
1133,15762110,2,1,1
6644,15762123,2,1,0
4743,15762134,2,1,1
2157,15762138,2,1,0
2187,15762169,2,1,0
8303,15762172,2,1,0
1064,15762198,1,1,1
2260,15762216,2,1,0
399,15762218,2,0,1
3065,15762228,2,1,0
802,15762238,2,0,1
1971,15762268,1,1,0
1504,15762277,1,0,0
9097,15762331,1,1,0
1471,15762332,2,1,1
6411,15762351,2,1,1
7601,15762392,1,1,1
87,15762418,1,1,0
7834,15762455,1,0,1
4592,15762543,2,1,0
9716,15762573,2,1,0
9218,15762588,2,1,1
3057,15762605,1,1,1
179,15762615,1,0,1
9379,15762682,2,1,0
9849,15762708,1,1,1
7267,15762716,1,1,0
540,15762729,1,1,0
1719,15762745,1,1,0
9821,15762762,1,0,0
6871,15762793,2,1,1
7185,15762799,2,1,1
2205,15762803,2,1,0
4082,15762821,2,0,1
8742,15762855,2,1,1
4289,15762882,1,1,1
2181,15762902,2,0,1
4927,15762927,1,1,0
3826,15762928,1,1,0
1076,15762937,2,1,1
2327,15762984,2,0,0
5962,15762993,2,0,1
7712,15763029,1,1,1
1876,15763055,1,0,1
553,15763063,1,1,0
9397,15763065,2,1,0
9329,15763093,2,1,0
3995,15763097,2,0,1
4113,15763107,1,1,1
7092,15763108,1,1,0
6716,15763111,1,0,1
3821,15763148,1,0,0
2300,15763171,1,1,1
7344,15763194,2,0,1
665,15763218,2,0,1
4752,15763256,2,1,0
525,15763274,1,0,0
5394,15763327,2,1,1
5658,15763381,1,0,1
5678,15763414,1,1,0
8976,15763415,1,1,1
791,15763431,2,1,1
9496,15763460,1,1,0
5814,15763515,2,1,0
3365,15763544,2,0,0
7246,15763579,2,1,1
1320,15763612,2,0,1
4554,15763613,2,1,0
1143,15763625,2,1,0
2223,15763662,2,1,1
2597,15763665,2,0,0
6467,15763683,1,1,1
3466,15763704,2,0,0
2281,15763747,2,1,1
3933,15763798,1,0,1
3621,15763806,2,1,1
346,15763859,2,1,0
9952,15763874,2,1,1
4276,15763895,2,1,0
8346,15763898,2,1,1
9810,15763907,1,1,0
5163,15763922,2,1,0
4316,15763980,1,1,1
6036,15764021,2,1,0
9129,15764033,1,1,0
5613,15764072,1,1,1
5575,15764073,2,1,1
2482,15764105,2,1,0
9058,15764153,2,1,1
1798,15764170,1,1,0
2492,15764174,2,1,1
2950,15764195,1,1,1
7138,15764226,1,1,1
2210,15764237,2,0,0
6508,15764253,1,1,0
4327,15764284,3,1,1
6120,15764293,2,1,1
4087,15764294,1,1,1
8382,15764314,2,1,0
4029,15764335,2,1,0
5727,15764343,1,1,0
2824,15764351,1,0,1
5081,15764405,2,1,1
2194,15764409,1,1,1
2939,15764419,2,1,1
3366,15764431,4,1,1
5130,15764432,1,1,0
7305,15764444,2,1,1
4714,15764448,1,1,0
7906,15764491,2,1,1
4875,15764537,2,1,0
3176,15764604,3,1,0
2376,15764618,1,1,1
3447,15764654,2,1,1
4674,15764661,1,1,0
9192,15764708,1,1,0
7859,15764726,1,0,1
7516,15764841,1,1,1
238,15764866,3,1,0
8107,15764892,2,1,1
9729,15764916,1,0,1
7391,15764922,1,1,0
6444,15764927,1,0,1
1023,15765014,2,0,1
7713,15765048,2,1,0
7377,15765093,1,1,1
8763,15765173,1,0,0
4353,15765192,2,0,0
7118,15765257,1,1,1
6661,15765258,2,1,1
4302,15765266,2,0,0
8278,15765283,2,1,0
5664,15765287,2,1,0
256,15765297,2,0,1
5854,15765300,3,1,0
823,15765311,1,1,0
2646,15765322,2,1,1
8833,15765345,2,1,1
9934,15765375,1,0,0
8319,15765402,1,0,0
3790,15765415,1,1,1
4797,15765457,1,1,1
3494,15765461,2,1,0
7421,15765487,1,1,1
2140,15765518,1,1,0
1597,15765520,1,1,0
5958,15765532,1,1,1
1325,15765537,1,1,1
6317,15765643,2,0,1
4729,15765650,1,0,0
1747,15765694,1,0,1
6864,15765732,1,1,1
2757,15765806,1,1,1
2599,15765812,2,1,1
7733,15765846,1,1,0
8979,15765857,1,1,0
2344,15765902,2,1,1
3768,15765952,1,1,0
3386,15765982,1,1,1
8302,15766017,1,1,1
9235,15766044,1,1,0
6610,15766047,1,1,1
5666,15766064,2,1,0
9593,15766066,1,0,0
8793,15766137,2,1,1
4443,15766163,2,0,1
4405,15766166,1,1,1
6748,15766172,1,1,0
7064,15766183,2,1,1
6664,15766185,1,1,1
49,15766205,1,0,1
5652,15766272,1,1,1
7844,15766288,1,1,0
2999,15766289,2,1,0
9317,15766355,3,1,0
1562,15766374,2,1,1
5755,15766378,2,1,1
6923,15766417,2,1,1
6309,15766427,2,1,0
6205,15766458,1,1,0
8080,15766552,2,0,0
618,15766575,1,1,0
3104,15766609,2,1,0
5623,15766649,1,0,0
6010,15766659,2,1,0
7408,15766663,2,1,0
6758,15766667,2,0,1
8403,15766683,1,0,0
1874,15766686,1,1,0
7392,15766734,1,1,0
738,15766741,1,0,1
3524,15766746,1,1,0
2285,15766765,1,1,0
2634,15766776,1,1,1
8328,15766787,2,1,1
6724,15766810,2,0,1
9300,15766826,1,1,0
2711,15766869,2,1,1
1155,15766887,2,1,1
2484,15766896,2,1,0
7077,15766906,2,1,0
798,15766908,1,1,0
7764,15767064,1,1,1
4056,15767129,1,1,1
7219,15767231,1,0,0
7035,15767264,1,0,0
278,15767339,2,1,0
7108,15767358,2,1,0
4068,15767391,2,0,1
3353,15767414,2,1,1
728,15767432,3,1,1
2751,15767474,3,1,1
9165,15767488,2,1,0
9750,15767594,2,1,1
5675,15767598,2,0,0
4961,15767626,2,1,1
3162,15767681,2,0,1
3422,15767722,1,1,0
7018,15767729,2,1,1
5194,15767757,1,1,1
9232,15767781,1,1,0
2679,15767793,2,1,0
2068,15767794,1,1,1
6420,15767804,2,1,0
9409,15767818,1,1,0
11,15767821,2,0,0
1027,15767864,2,0,0
3048,15767871,2,1,1
5984,15767891,2,1,0
3897,15767894,2,0,1
4597,15767908,2,0,0
3600,15767921,2,1,0
90,15767954,2,1,1
1156,15768006,1,1,0
3261,15768072,1,0,0
1880,15768095,1,0,1
891,15768104,1,0,0
8876,15768120,2,1,0
4868,15768124,1,1,0
4982,15768137,2,0,0
3246,15768151,1,0,1
9983,15768163,1,1,0
52,15768193,2,0,0
1101,15768201,1,1,1
5381,15768219,2,1,0
8888,15768233,1,0,1
2818,15768244,2,1,1
5585,15768270,2,1,0
6840,15768282,2,1,1
3262,15768293,2,1,1
7076,15768295,1,0,1
6320,15768340,1,1,1
7572,15768342,3,1,1
5009,15768359,1,1,0
3728,15768367,1,1,1
2438,15768387,2,0,0
7614,15768449,2,1,1
3704,15768451,3,1,1
2837,15768455,2,1,1
9231,15768465,2,1,1
6277,15768471,1,1,0
7293,15768474,2,1,0
8211,15768476,2,1,1
9736,15768495,2,1,1
4568,15768530,2,1,1
8534,15768566,2,1,1
8257,15768574,1,1,1
7019,15768600,1,1,0
6747,15768682,1,1,1
7739,15768746,2,0,0
6379,15768763,1,0,1
7543,15768777,2,1,1
2987,15768816,2,1,0
9100,15768881,2,1,1
6040,15768887,2,0,1
8527,15768945,1,1,1
1357,15769005,2,1,1
1916,15769051,1,0,1
2433,15769064,1,1,0
3888,15769110,2,1,0
8732,15769125,2,0,1
1200,15769169,1,0,1
6740,15769191,2,1,1
2099,15769216,1,1,0
8863,15769246,1,1,0
2176,15769254,2,0,0
4058,15769272,1,0,0
9289,15769308,2,1,0
2369,15769312,2,1,1
1844,15769346,2,1,0
8511,15769353,1,0,0
7639,15769356,2,1,1
4109,15769389,1,1,0
9454,15769402,1,1,1
8028,15769412,2,0,0
6989,15769451,2,1,1
1056,15769499,2,1,1
794,15769504,1,1,1
6416,15769516,2,1,0
2513,15769522,1,1,1
7400,15769548,1,1,0
2665,15769582,2,1,1
3469,15769586,2,1,1
3142,15769596,2,0,0
3706,15769645,1,1,1
2541,15769703,1,0,0
6135,15769781,2,1,1
8167,15769783,1,1,1
1534,15769818,1,0,1
2858,15769829,2,0,1
3231,15769902,2,1,1
7848,15769915,1,1,1
2211,15769917,3,0,1
1028,15769948,1,0,1
8830,15769955,2,0,0
9992,15769959,1,1,0
780,15769974,1,0,0
7686,15769980,1,1,1
1249,15770030,2,1,1
6982,15770039,1,1,0
9879,15770041,1,0,1
8512,15770091,2,1,0
1766,15770101,2,1,1
8053,15770121,1,1,0
3614,15770159,2,1,1
2200,15770174,1,1,0
4292,15770185,1,1,0
6778,15770214,2,1,0
2216,15770225,2,1,1
7583,15770255,1,0,0
5750,15770291,2,0,0
1620,15770309,1,0,1
4770,15770345,1,0,1
8814,15770375,1,1,0
6499,15770405,1,1,0
7526,15770406,1,0,1
2729,15770420,2,1,1
1017,15770424,2,1,0
1810,15770435,2,1,1
9061,15770474,3,0,1
1825,15770498,1,1,1
9917,15770516,2,1,1
1769,15770525,2,0,0
8140,15770539,1,1,1
6380,15770543,1,1,0
9178,15770548,1,1,0
3476,15770554,2,1,1
9517,15770567,1,1,1
4305,15770576,2,1,1
8660,15770631,1,1,1
8294,15770711,1,0,1
2797,15770719,1,1,1
75,15770811,2,0,1
8787,15770968,2,1,0
2213,15770974,2,0,0
4577,15770984,2,0,1
7207,15770995,1,1,0
9437,15771000,3,1,0
8713,15771054,2,1,0
7811,15771059,1,0,0
192,15771086,2,1,0
4379,15771087,2,1,1
1964,15771139,2,1,0
8020,15771154,2,1,1
2151,15771211,1,0,1
6812,15771222,2,0,0
5832,15771270,1,1,1
6737,15771299,1,1,1
9772,15771323,1,1,1
4951,15771383,1,1,0
7518,15771409,1,1,0
2786,15771417,1,0,0
6247,15771442,1,0,1
9699,15771477,1,0,0
2853,15771483,2,1,1
3468,15771509,2,0,1
9197,15771535,2,1,0
2556,15771540,1,1,0
4333,15771543,1,1,1
6859,15771569,1,1,1
48,15771573,1,1,1
4159,15771580,1,0,1
1782,15771636,1,0,0
9139,15771668,1,0,0
8188,15771674,2,1,0
2049,15771702,2,1,0
5608,15771728,3,1,0
4337,15771742,2,1,0
8508,15771749,2,1,1
4883,15771750,1,1,0
3608,15771855,2,0,1
7319,15771856,2,1,0
4929,15771857,2,1,1
50,15771873,2,1,0
1374,15771942,1,1,0
4059,15771966,1,1,0
187,15771977,1,1,0
9688,15771997,1,1,0
9553,15772009,1,1,1
4103,15772030,2,0,1
3138,15772073,1,1,0
4129,15772148,1,0,1
9594,15772216,1,0,1
1966,15772243,1,0,0
5162,15772250,1,0,0
2067,15772262,1,1,1
7240,15772329,1,1,0
9035,15772337,1,1,1
4932,15772341,1,1,1
9794,15772363,1,1,0
4611,15772381,1,1,0
8467,15772383,1,0,0
4343,15772412,1,1,1
9812,15772421,1,1,1
250,15772423,1,1,0
7961,15772479,2,0,0
7999,15772482,3,1,0
8263,15772503,2,1,0
3604,15772528,2,1,0
6441,15772559,1,0,1
3375,15772573,1,0,1
1987,15772601,2,0,0
9550,15772604,2,1,0
6880,15772618,1,0,1
2443,15772632,2,1,0
5883,15772650,1,0,1
1557,15772777,2,1,1
894,15772781,3,1,1
2941,15772798,2,1,1
1709,15772892,1,0,0
236,15772896,1,1,0
1692,15772933,1,1,1
7466,15772941,1,0,1
1746,15772995,1,1,0
5840,15772996,2,1,1
6055,15773013,1,1,1
1790,15773017,2,1,1
206,15773039,1,1,1
6137,15773071,1,1,1
9655,15773098,2,0,0
8813,15773146,2,0,1
3584,15773221,1,1,0
6505,15773242,2,1,1
4493,15773260,1,1,0
7924,15773273,1,1,1
6290,15773276,1,1,0
5072,15773277,2,1,0
5515,15773283,1,1,0
4500,15773322,1,0,0
9910,15773338,1,1,1
6921,15773394,2,1,1
7116,15773421,2,1,0
3012,15773447,1,1,0
624,15773456,2,0,1
62,15773469,2,0,0
1893,15773487,1,0,0
2860,15773503,2,1,0
4213,15773512,1,1,1
8040,15773520,2,1,1
5696,15773591,2,1,1
1910,15773605,2,1,0
8625,15773639,1,1,0
4701,15773709,2,0,1
5937,15773723,1,1,1
5015,15773731,2,0,0
5356,15773751,1,1,0
7538,15773776,1,1,1
4566,15773779,1,1,1
7588,15773789,1,1,0
464,15773792,1,1,1
6586,15773804,1,1,0
708,15773809,2,1,0
6560,15773852,2,1,1
3764,15773868,2,1,0
7332,15773869,1,1,1
8343,15773876,2,1,0
509,15773890,2,1,1
1150,15773906,2,0,0
7199,15773934,1,1,0
7797,15773949,2,1,1
309,15773972,1,1,0
8805,15773973,2,0,1
2226,15774098,2,0,1
5366,15774104,2,1,1
7799,15774127,2,1,0
3932,15774133,1,0,1
2382,15774151,1,0,0
1237,15774155,1,1,1
7798,15774164,2,1,0
1418,15774166,2,0,1
2976,15774179,2,1,1
4484,15774192,1,0,0
2892,15774224,2,1,0
7944,15774250,1,1,0
8610,15774258,2,1,1
7191,15774262,2,1,1
8880,15774277,2,1,1
9272,15774285,1,1,1
7964,15774316,2,1,1
8840,15774328,2,1,1
5479,15774336,2,1,1
8222,15774358,1,1,0
5527,15774382,1,1,1
227,15774393,2,1,1
9204,15774401,2,0,0
8183,15774402,1,0,1
2754,15774491,2,0,0
8559,15774507,1,1,0
297,15774510,1,1,1
4740,15774536,2,0,0
8083,15774551,1,1,1
9935,15774586,1,1,1
4425,15774630,1,1,1
372,15774696,2,0,1
3080,15774727,2,0,0
1375,15774738,1,1,0
3270,15774744,2,1,0
8087,15774847,1,0,0
220,15774854,1,1,1
2119,15774857,2,1,0
3219,15774872,2,1,0
1453,15774882,1,1,1
1802,15774931,1,1,1
7736,15774936,1,1,1
6470,15775042,2,1,0
4989,15775067,2,0,1
1666,15775082,2,0,1
7876,15775104,1,1,0
8145,15775108,2,0,1
5737,15775116,2,0,0
8029,15775124,2,1,1
8277,15775131,2,0,1
594,15775153,1,0,0
9493,15775192,1,1,0
2349,15775203,1,0,0
5798,15775206,2,0,0
2783,15775234,2,0,0
7162,15775235,1,0,0
683,15775238,1,0,1
3851,15775293,1,1,0
4306,15775294,2,1,0
1389,15775295,1,0,1
814,15775306,3,1,1
7753,15775307,1,1,1
556,15775318,3,0,1
3284,15775335,2,1,0
5616,15775339,1,1,0
5170,15775430,2,1,0
7720,15775433,2,1,1
5040,15775490,2,1,0
1400,15775546,2,1,0
2955,15775562,2,1,0
1227,15775572,2,1,0
3146,15775590,1,0,0
916,15775625,1,1,0
9242,15775627,2,0,1
2800,15775662,1,1,0
3343,15775663,2,1,1
6850,15775678,1,1,1
8425,15775703,1,1,1
5066,15775709,1,1,0
2712,15775741,2,1,1
7073,15775750,1,1,0
4454,15775756,1,0,0
9748,15775761,3,0,0
6517,15775797,3,0,1
1991,15775803,2,0,1
8420,15775809,1,0,1
9373,15775826,1,0,1
1981,15775880,2,1,1
7938,15775886,1,1,0
2321,15775888,1,1,1
2629,15775891,1,1,1
3966,15775892,1,0,0
2569,15775905,1,1,1
519,15775912,2,0,1
8431,15775949,1,1,1
2885,15776047,2,0,1
7884,15776051,2,1,1
6793,15776096,1,0,1
6207,15776124,1,0,1
4489,15776128,1,0,0
7000,15776156,1,1,1
9850,15776211,2,1,1
543,15776223,1,1,1
9912,15776229,1,0,0
707,15776231,1,1,1
2778,15776233,1,1,0
2946,15776348,1,0,0
9472,15776404,1,1,1
388,15776433,2,1,1
2852,15776454,1,1,0
1792,15776467,2,1,0
7688,15776494,1,1,1
9907,15776518,1,1,1
7493,15776545,1,0,1
9804,15776558,1,0,1
8061,15776596,1,1,0
104,15776605,2,1,0
6720,15776629,2,0,0
2259,15776631,1,0,1
6569,15776725,1,1,1
2932,15776733,2,1,0
6357,15776743,2,1,1
536,15776780,1,1,0
795,15776807,1,1,0
2490,15776824,1,1,1
3549,15776827,2,0,1
3240,15776844,2,1,0
5745,15776850,1,1,1
7652,15776921,2,0,0
9009,15776936,1,0,1
8709,15776939,2,1,0
6802,15776947,1,1,0
6536,15776985,2,0,1
9547,15777033,2,1,1
4880,15777045,1,1,0
8890,15777046,1,1,0
9881,15777054,1,1,0
8307,15777060,1,1,0
9766,15777067,1,0,1
268,15777076,2,1,0
4985,15777122,2,1,1
7915,15777179,2,0,1
885,15777211,1,1,1
9335,15777217,2,1,1
9073,15777315,2,0,0
353,15777352,1,1,0
4538,15777436,2,1,0
7690,15777452,1,0,0
9070,15777459,2,1,1
4247,15777504,1,1,1
2269,15777553,1,1,0
1564,15777576,1,0,1
8705,15777586,2,1,0
5018,15777599,2,1,1
9040,15777614,2,1,1
7754,15777616,1,1,0
1754,15777639,2,0,0
8829,15777708,2,1,0
9778,15777743,1,1,1
4499,15777759,1,1,1
5109,15777772,1,1,1
5551,15777784,1,0,1
1622,15777797,1,1,1
1347,15777826,1,1,1
8628,15777830,2,0,0
3741,15777855,2,0,1
6659,15777873,1,0,0
198,15777892,1,1,1
7544,15777893,2,1,0
6092,15777896,1,0,1
8117,15777901,1,1,0
1648,15777904,2,1,1
9490,15777907,1,1,1
1794,15777922,2,1,1
2126,15777923,2,0,1
9837,15777958,2,1,1
7065,15777994,2,1,1
4757,15778005,1,1,0
1716,15778025,2,0,1
8249,15778049,1,0,0
5936,15778089,2,0,0
1350,15778135,1,1,0
7321,15778142,2,1,1
4298,15778149,2,1,0
3839,15778154,1,0,1
2493,15778155,1,1,1
2292,15778157,2,1,0
1861,15778190,1,1,1
9189,15778192,2,1,1
3433,15778219,1,1,0
1283,15778287,2,1,1
7195,15778290,1,1,1
9844,15778304,1,1,1
2282,15778320,1,0,0
7575,15778345,1,1,0
3255,15778368,1,1,0
2389,15778395,2,1,0
1756,15778410,1,0,1
8689,15778418,1,1,1
810,15778463,1,1,0
8463,15778481,1,1,1
9325,15778489,2,1,1
5864,15778515,1,0,0
5143,15778526,2,0,0
7482,15778589,2,1,1
6979,15778604,2,0,0
8016,15778694,2,1,1
5310,15778696,1,1,0
3991,15778752,2,1,1
3260,15778830,2,1,0
9581,15778838,1,1,0
3475,15778861,1,0,0
7962,15778884,2,1,1
6238,15778897,2,1,1
9158,15778915,2,0,1
2102,15778934,2,0,1
9423,15778936,1,1,0
4232,15778947,2,1,1
9904,15778959,2,0,1
4464,15778975,3,1,0
74,15779052,2,1,1
1045,15779059,2,1,1
2293,15779064,2,1,1
6852,15779103,2,1,0
5446,15779174,2,1,1
1956,15779176,3,0,1
1282,15779182,1,0,0
7519,15779207,2,1,1
1803,15779247,1,1,0
8094,15779267,2,1,0
1823,15779390,1,1,1
3994,15779414,1,1,1
9858,15779423,2,1,1
1555,15779481,2,1,1
7404,15779492,1,0,0
8569,15779496,2,0,1
1999,15779497,1,1,1
4438,15779522,2,1,0
3114,15779529,2,1,1
3091,15779581,2,0,1
7627,15779586,2,1,0
8887,15779620,1,0,1
6199,15779627,1,1,1
125,15779659,1,0,0
974,15779711,2,0,1
2084,15779738,1,1,1
4594,15779743,2,1,0
3267,15779744,1,1,1
4145,15779809,1,0,1
3047,15779862,1,0,1
6292,15779886,2,0,0
9140,15779904,2,1,1
9227,15779913,2,1,1
6633,15779915,1,1,0
1194,15779947,3,1,0
9620,15779973,1,1,1
5363,15779985,2,1,1
2244,15780038,1,1,0
6658,15780056,1,1,0
7163,15780088,1,1,0
2013,15780124,1,0,1
2808,15780128,2,1,0
892,15780140,2,1,1
5871,15780142,1,1,0
1104,15780144,2,1,0
2710,15780212,1,0,0
9321,15780215,2,1,1
5619,15780220,1,1,1
2077,15780254,1,0,0
9331,15780256,2,1,1
6564,15780359,1,1,1
9365,15780362,2,1,0
5317,15780386,1,1,0
9538,15780409,2,1,0
3392,15780411,2,0,0
5026,15780432,2,0,0
7837,15780492,2,1,0
8738,15780498,1,1,1
